672.9309868470555,784.067090000347,-0.08376141362487033
672.9818572765178,784.0670945751159,-0.0837667737787342
673.0412071079625,784.0559955125167,-0.08377165958546584
673.0920785354692,784.0448956877464,-0.08377565237356066
673.1429509620598,784.0226914618653,-0.0837782759546144
673.1938243881634,783.989382837309,-0.08377953461672405
673.2531752198572,783.9671793755467,-0.08378305421592813
673.3040486480362,783.9338707511034,-0.08378431301048295
673.3549230739143,783.8894577265594,-0.08378420378130613
673.4057975022131,783.8450447019814,-0.08378409594700997
673.4743314291934,775.9942396678069,-0.08282894138415031
673.2284594254368,775.9720087416729,-0.08280030957155304
672.9825874202032,775.9497778244425,-0.08277168675670055
672.7367154131473,775.9275469141376,-0.08274307349074661
672.4908434050891,775.9053160128525,-0.08271447151059874
672.2449713963767,775.8830851186017,-0.08268587705498476
671.9990993842835,775.8608542343418,-0.08265729430542024
671.753227371407,775.8386233564985,-0.08262871835677288
671.507355357528,775.8163924869668,-0.08260015429857503
671.2614833416976,775.7941616255139,-0.08257159755430621
639.5561135290567,779.7723122228139,-0.07980451638621844
639.5917229437869,779.7712048261681,-0.07980794671635749
639.6273325494088,779.7678765491669,-0.07981110563144966
639.662942439813,779.7612169528593,-0.07981385455713053
639.6985525192924,779.7523364769645,-0.07981633368478924
639.7341627894052,779.7412351205419,-0.07981853904328773
639.7697732486802,779.7279128849207,-0.07982047290755645
639.8045360576941,779.7123696947912,-0.0798220506250118
639.8401468983204,779.6946056996344,-0.07982344088361515
639.8749101821857,779.6735103113584,-0.07982433897205965
